시리즈,자재코드,제품코드 (Deloitte 추가 분류),해석된 코드 의미,최종 Mapping,소재 Sanitized,용기/외용기 소재,주요 제품 여부_Lv0,주요 제품 여부_Lv1,주요 제품 여부_Lv2,장식,오버캡,외캡,캡,내캡,중캡,숄더,덮개,박킹/패킹,플러그,피스톤,받침,내용기,외용기,용기,펌프,펌프외캡,하캡,리필용기,상체,중체,하체,버튼,스포이드캡,유리관,고무,하버튼,솔대,용기커버,스크류/스크류받침,주걱,용량,크기,무게(g),,image_file
S,CSSR(2)30-P(S),CSSR(2)30-P(S),S시리즈(R2) / 30 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,
S,CSSR(2)30-P(SL),CSSR(2)30-P(SL),S시리즈(R2) / 30 / Short Pump Long cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,
S,CSSR50-SP,CSSR50-SP,S시리즈(R) / 50 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,50,,,,
S,CSSR50-ATD,CSSR50-ATD,S시리즈(R) / 50 / Auto Dropper,Dropper Bottle,PETG,PN200,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PN200,,,,,,,,,ABS,,Glass,,,,,,,50,,,,
S,CSSR50-P(S),CSSR50-P(S),S시리즈(R) / 50 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,50,,,,
S,CSSR50-P(SL),CSSR50-P(SL),S시리즈(R) / 50 / Short Pump Long cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,50,,,,
S,CSSR50-P(펌프/오버캡),CSSR50-P(펌프/오버캡),S시리즈(R) / 50 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PE,,,,,,,,,,,,PET,,AL,,,,,,,,,,,,,,,,50,,,,
C-5,CSC(24)100-NS,CSC(24)100-NS,C시리즈(24파이) / 100 / New Screw,Gravity-fed Bottle,PET,PET,,,,,,ABS,,PP,,,,,,,,,PET,,,,,,,,,,,,,,,,,,100,,,,
C-5,CSC(24)100-P,CSC(24)100-P,C시리즈(24파이) / 100 / Pump,Pump Bottle,PET,PET,,,,,PETG,,,,,,,,,,,,PET,,PP,,,,,,,,,,,,,,,,100,,,,
C-5,CSC(24)100-CP,CSC(24)100-CP,C시리즈(24파이) / 100 / Collar Pump,Pump Bottle,PET,PET,,,,,,,PP,,,,,,,,,,PET,,PP,,,,,,,,,,,,,,,,100,,,,
C-5,CSC(24)150-NS,CSC(24)150-NS,C시리즈(24파이) / 150 / New Screw,Gravity-fed Bottle,PET,PET,,,,,,ABS,,PP,,,,,,,,,PET,,,,,,,,,,,,,,,,,,150,,,,
C-5,CSC(24)150-P,CSC(24)150-P,C시리즈(24파이) / 150 / Pump,Pump Bottle,PET,PET,,,,,PP,,,,,,,,,,,,PET,,PP,,,,,,,,,,,,,,,,150,,,,
C-5,CSC(24)150-CP,CSC(24)150-CP,C시리즈(24파이) / 150 / Collar Pump,Pump Bottle,PET,PET,,,,,,,PP,,,,,,,,,,PET,,PP,,,,,,,,,,,,,,,,150,,,,
S,CSSN(2)30-P(O),CSSN(2)30-P(O),S시리즈(N2형) / 30 / Pump (overcap),Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,
S,CSSN(2)30-P(펌프/오버캡),CSSN(2)30-P(펌프/오버캡),S시리즈(N2형) / 30 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PE,,,,,,,,,,,,PET,,AL,,,,,,,,,,,,,,,,30,,,,
S,CSSN(4)30-P(펌프/오버캡),CSSN(4)30-P(펌프/오버캡),S시리즈(N4형) / 30 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PE,,,,,,,,,,,,PET,,AL,,,,,,,,,,,,,,,,30,,,,
S,CSSN50-P(펌프/오버캡),CSSN50-P(펌프/오버캡),S시리즈(N형) / 50 / Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PE,,,,,,,,,,,,PET,,AL,,,,,,,,,,,,,,,,50,,,,
S,CSSN30-SP스포이드,CSSN30-SP스포이드,S시리즈(N형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,30,,,,
S,CSSN(2)30-SP스포이드,CSSN(2)30-SP스포이드,S시리즈(N2형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,30,,,,
S,CSSN(4)30-SP스포이드,CSSN(4)30-SP스포이드,S시리즈(N4형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,30,,,,
S,CSS40-SP스포이드,CSS40-SP스포이드,S시리즈 / 40 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,40,,,,
S,CSSN50-SP스포이드,CSSN50-SP스포이드,S시리즈(N형) / 50 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,50,,,,
S,CSS10-SP스포이드,CSS10-SP스포이드,S시리즈 / 10 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,10,,,,
S,CSSN30-ATD,CSSN30-ATD,S시리즈(N형) / 30 / Auto Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PET,,,,,,,,,ABS,,Glass,,,,,,,30,,,,
S,CSSN(2)30-ATD,CSSN(2)30-ATD,S시리즈(N2형) / 30 / Auto Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PET,,,,,,,,,ABS,,Glass,,,,,,,30,,,,product-images/CSSN(2)30-ATD.png
S,CSSN(4)30-ATD,CSSN(4)30-ATD,S시리즈(N4형) / 30 / Auto Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PET,,,,,,,,,ABS,,Glass,,,,,,,30,,,,
S,CSSN50-ATD,CSSN50-ATD,S시리즈(N형) / 50 / Auto Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,ABS,,,,,,,LDPE,,,,PET,,,,,,,,,ABS,,Glass,,,,,,,50,,,,product-images/CSSN50-ATD.png
S,CSSN50-P(S),CSSN50-P(S),S시리즈(N형) / 50 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,50,,,,product-images/CSSN50-P(S).png
S,CSSN40-P(S),CSSN40-P(S),S시리즈(N형) / 40 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,40,,,,
S,CSSN30-P(S),CSSN30-P(S),S시리즈(N형) / 30 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,product-images/CSSN30-P(S).png
S,CSSN(2)30-P(S),CSSN(2)30-P(S),S시리즈(N2형) / 30 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,product-images/CSSN(2)30-P(S).png
S,CSSN(4)30-P(S),CSSN(4)30-P(S),S시리즈(N4형) / 30 / Short Pump,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,
S,CSSN50-P(SL),CSSN50-P(SL),S시리즈(N형) / 50 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,50,,,,product-images/CSSN50-P(SL).png
S,CSSN40-P(SL),CSSN40-P(SL),S시리즈(N형) / 40 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,40,,,,
S,CSSN30-P(SL),CSSN30-P(SL),S시리즈(N형) / 30 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,product-images/CSSN30-P(SL).png
S,CSSN(2)30-P(SL),CSSN(2)30-P(SL),S시리즈(N2형) / 30 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,product-images/CSSN(2)30-P(SL).png
S,CSSN(4)30-P(SL),CSSN(4)30-P(SL),S시리즈(N4형) / 30 / Short Pump Long Cap,Pump Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,PETG,,,,,,,,,,,,PET,,PP/ABS,,,,,,,,,,,,,,,,30,,,,
S,CSSR(N)30-SP스포이드,CSSR(N)30-SP스포이드,S시리즈(RN형) / 30 / Dropper,Dropper Bottle,PET,PET,주요 제품,용기 PET시리즈 펌프 및 스크류 모델,용기 PET_펌프 및 스크류_S시리즈,,,PP,,,,,,,LDPE,,,,PET,,,,,,,,,,,Glass,실리콘,,,,,,30,,,,
